order_id,order_date,product_id,customer_id,quantity,unit_price,sales,region,store_type
129,2024-12,1,20,1,219,219,North,Online
130,2023-03,6,5,4,338,1352,West,Physical
131,2024-11,8,10,5,729,3645,South,Physical
132,2023-01,8,2,4,400,1600,North,Online
133,2023-11,1,9,8,629,5032,North,Online
134,2024-08,1,5,2,413,826,West,Physical
135,2024-04,9,2,3,626,1878,West,Physical
136,2023-11,6,8,9,308,2772,East,Physical
137,2023-10,5,5,5,458,2290,East,Physical
138,2024-07,4,13,9,481,4329,South,Physical
139,2023-10,8,14,3,716,2148,East,Online
140,2023-01,1,17,1,582,582,East,Physical
141,2024-09,8,19,7,277,1939,East,Online
142,2024-01,3,8,4,94,376,North,Online
143,2023-10,4,7,4,236,944,East,Online
144,2023-04,5,1,4,677,2708,East,Physical
145,2024-05,10,1,6,238,1428,North,Physical
146,2023-08,4,15,8,340,2720,West,Online
147,2023-11,2,19,3,371,1113,East,Online
148,2023-10,5,20,8,629,5032,East,Physical
149,2023-01,10,14,8,289,2312,West,Online
150,2024-09,8,11,4,403,1612,West,Physical
151,2023-05,10,17,9,130,1170,West,Physical
152,2023-10,9,11,7,692,4844,West,Physical
153,2024-09,4,1,6,646,3876,North,Physical
154,2024-10,9,9,4,392,1568,West,Physical
155,2024-07,4,11,6,465,2790,North,Physical
156,2024-04,2,17,3,261,783,South,Online
157,2023-06,6,1,1,364,364,North,Online
158,2024-10,10,18,5,128,640,North,Online
159,2023-03,9,17,4,709,2836,East,Physical
160,2023-03,8,17,7,220,1540,East,Online
161,2024-03,8,19,1,508,508,West,Physical
162,2023-05,8,19,2,669,1338,North,Online
163,2023-07,6,17,2,301,602,East,Online
164,2024-10,1,8,7,722,5054,South,Physical
165,2024-04,3,14,2,459,918,West,Online
166,2023-02,2,7,8,392,3136,North,Online
167,2024-03,8,15,5,658,3290,North,Online
168,2024-08,8,2,3,175,525,South,Physical
169,2023-10,8,14,4,579,2316,West,Physical
170,2024-04,7,16,2,86,172,East,Online
171,2024-11,7,19,3,627,1881,West,Physical
172,2023-03,2,1,5,602,3010,East,Online
173,2024-01,3,12,4,340,1360,West,Physical
174,2023-09,9,2,5,579,2895,East,Physical
175,2023-12,8,17,8,138,1104,East,Online
176,2023-05,1,18,3,288,864,East,Online
177,2024-07,2,13,9,438,3942,West,Physical
178,2023-10,4,13,2,154,308,East,Physical
179,2023-05,5,10,4,120,480,East,Physical
180,2023-01,5,6,7,708,4956,East,Physical
181,2023-01,9,6,8,689,5512,South,Online
182,2024-03,10,13,1,555,555,East,Physical
183,2024-07,2,11,1,772,772,South,Online
184,2023-01,5,11,8,90,720,South,Physical
185,2023-04,7,8,3,389,1167,East,Online
186,2024-09,8,5,8,368,2944,East,Physical
187,2023-05,3,3,4,570,2280,West,Physical
188,2024-05,2,9,2,580,1160,West,Online
189,2023-10,1,1,9,140,1260,North,Physical
190,2023-02,9,7,3,210,630,East,Online
191,2023-04,3,6,2,603,1206,North,Online
192,2023-02,1,17,9,576,5184,North,Physical
193,2023-11,8,19,8,740,5920,West,Online
194,2024-04,6,16,6,279,1674,West,Physical
195,2023-03,10,9,7,480,3360,North,Physical
196,2023-03,10,7,5,598,2990,West,Online
197,2024-11,8,18,7,556,3892,East,Online
198,2024-01,7,3,2,522,1044,East,Online
199,2023-09,8,3,2,210,420,West,Online
200,2023-07,7,12,7,606,4242,South,Online
201,2024-05,6,13,2,240,480,South,Online
202,2024-03,2,3,2,493,986,North,Online
203,2023-05,2,3,7,108,756,East,Online
204,2024-04,5,12,9,351,3159,South,Physical
205,2023-08,9,10,9,438,3942,South,Online
206,2024-07,1,3,8,749,5992,East,Physical
207,2023-05,5,16,1,664,664,North,Online
208,2023-12,4,12,5,140,700,West,Online
209,2024-01,6,7,8,398,3184,East,Physical
210,2023-01,2,7,4,650,2600,South,Physical
211,2024-07,6,19,2,297,594,West,Online
212,2024-05,3,6,5,133,665,North,Online
213,2024-11,9,3,4,652,2608,North,Physical
214,2024-02,2,18,1,295,295,North,Physical
215,2023-04,9,9,4,436,1744,East,Online
216,2024-09,8,3,9,274,2466,West,Physical
217,2023-11,10,9,8,616,4928,West,Online
218,2023-08,8,15,6,407,2442,North,Online
219,2023-06,10,18,6,116,696,South,Physical
220,2024-08,2,8,3,777,2331,North,Physical
221,2023-02,2,8,1,341,341,South,Online
222,2023-12,8,1,9,442,3978,West,Online
223,2024-11,10,4,6,779,4674,North,Online
224,2024-07,10,19,7,505,3535,East,Physical
225,2023-12,5,7,2,435,870,East,Physical
226,2024-08,7,2,1,312,312,West,Physical
227,2023-08,2,13,3,405,1215,North,Physical
228,2024-03,10,9,2,491,982,South,Online
229,2023-08,5,4,4,563,2252,East,Physical
230,2023-07,1,12,6,480,2880,East,Physical
231,2024-12,6,18,2,349,698,South,Online
232,2023-10,4,3,4,460,1840,South,Online
233,2023-01,1,6,3,538,1614,East,Online
234,2024-06,2,14,2,364,728,South,Online
235,2023-04,9,7,7,236,1652,North,Physical
236,2023-05,4,11,3,461,1383,South,Physical
237,2024-08,5,15,5,163,815,East,Online
238,2024-03,3,1,6,606,3636,East,Online
239,2023-06,1,12,2,350,700,South,Physical
240,2024-06,8,14,9,736,6624,West,Online
241,2024-06,2,20,7,466,3262,West,Physical
242,2024-11,8,3,4,637,2548,North,Online
243,2023-07,7,17,4,600,2400,East,Physical
244,2024-12,6,2,8,663,5304,North,Physical
245,2024-12,1,8,5,353,1765,East,Physical
246,2023-12,6,11,9,181,1629,West,Physical
247,2023-08,3,9,1,667,667,West,Physical
248,2024-11,6,20,1,793,793,South,Physical
249,2023-08,1,2,1,668,668,South,Physical
250,2023-04,2,6,7,169,1183,East,Physical
251,2023-05,2,10,7,507,3549,West,Physical
252,2023-11,3,6,9,152,1368,North,Online
253,2024-02,9,18,8,769,6152,South,Physical
254,2023-03,7,11,4,287,1148,South,Physical
255,2023-11,6,3,9,779,7011,East,Physical
256,2023-01,7,12,9,380,3420,North,Physical
257,2023-05,7,14,4,764,3056,South,Online
258,2024-09,5,19,2,741,1482,West,Physical
259,2023-11,9,3,3,114,342,West,Online
260,2023-07,1,7,1,238,238,East,Online
261,2023-01,4,5,4,443,1772,East,Physical
262,2023-06,2,17,3,687,2061,West,Physical
263,2023-09,5,2,4,657,2628,North,Physical
264,2023-10,10,19,3,265,795,East,Online
265,2023-09,3,13,2,631,1262,West,Online
266,2024-06,4,16,7,377,2639,South,Physical
267,2023-11,2,5,5,632,3160,East,Physical
268,2024-01,8,7,9,163,1467,East,Online
269,2023-05,9,2,3,308,924,West,Online
270,2024-03,8,12,8,755,6040,West,Online
271,2023-10,10,3,6,349,2094,South,Physical
272,2024-08,10,12,9,336,3024,West,Physical
273,2024-11,1,20,9,186,1674,West,Online
274,2023-07,5,17,1,711,711,South,Physical
275,2023-06,6,12,4,413,1652,East,Online
276,2024-05,5,20,1,198,198,North,Physical
277,2024-04,5,5,1,770,770,East,Physical
278,2024-05,4,18,8,330,2640,North,Physical
279,2023-08,2,7,8,574,4592,North,Physical
280,2024-03,6,20,7,463,3241,East,Online
281,2023-11,2,10,7,87,609,East,Online
282,2023-05,7,8,6,596,3576,North,Physical
283,2023-06,2,1,7,198,1386,East,Online
284,2024-02,2,18,1,617,617,South,Online
285,2024-08,8,14,4,80,320,North,Online
286,2024-10,5,16,5,440,2200,East,Physical
287,2023-08,2,18,6,654,3924,West,Online
288,2024-11,9,16,9,668,6012,North,Online
289,2023-11,2,6,4,693,2772,North,Physical
290,2024-04,2,13,9,358,3222,North,Online
291,2023-11,1,7,9,734,6606,West,Physical
292,2024-12,5,19,9,496,4464,West,Physical
293,2024-05,3,12,6,346,2076,North,Physical
294,2024-09,10,2,9,82,738,West,Physical
295,2023-11,2,6,5,300,1500,East,Online
296,2023-01,5,2,5,379,1895,South,Online
297,2023-02,7,6,2,443,886,North,Online
298,2023-01,7,11,7,415,2905,North,Online
299,2023-05,9,4,3,403,1209,West,Online
300,2024-04,3,2,4,452,1808,South,Physical
301,2024-06,3,8,4,749,2996,East,Physical
302,2024-08,4,11,7,430,3010,South,Physical
303,2023-02,7,17,8,115,920,South,Physical
304,2024-01,8,13,7,197,1379,West,Physical
305,2023-08,9,9,8,457,3656,West,Online
306,2024-11,8,16,1,233,233,North,Online
307,2024-08,2,19,4,139,556,North,Physical
308,2023-05,3,4,1,518,518,East,Online
309,2024-11,1,3,2,752,1504,North,Online
310,2024-10,5,15,3,534,1602,South,Online
311,2024-10,9,14,9,333,2997,West,Physical
312,2023-11,3,7,5,737,3685,North,Physical
313,2024-01,7,9,1,538,538,North,Physical
314,2024-11,3,4,6,633,3798,South,Online
315,2024-09,4,8,5,432,2160,South,Online
316,2023-03,8,1,6,504,3024,North,Physical
317,2024-07,2,5,5,309,1545,South,Physical
318,2023-03,6,12,3,421,1263,East,Physical
319,2024-12,2,6,1,433,433,North,Physical
320,2023-04,8,12,4,532,2128,West,Online
321,2023-10,9,16,9,134,1206,South,Physical
322,2024-10,8,20,3,735,2205,East,Online
323,2023-10,3,8,6,596,3576,South,Physical
324,2023-09,1,20,6,485,2910,East,Physical
325,2023-06,5,16,6,579,3474,East,Online
326,2024-10,4,1,7,193,1351,West,Physical
327,2023-12,5,2,9,528,4752,North,Online
328,2023-06,7,4,2,390,780,East,Online
329,2024-02,6,5,4,569,2276,South,Online
330,2024-07,10,6,2,508,1016,North,Physical
331,2023-08,10,14,6,146,876,South,Online
332,2024-06,9,15,5,754,3770,East,Online
333,2023-05,3,18,4,345,1380,West,Physical
334,2023-09,6,1,4,174,696,East,Online
335,2023-04,6,14,4,562,2248,West,Physical
336,2023-01,5,2,8,616,4928,North,Physical
337,2023-06,4,18,6,751,4506,West,Online
338,2023-09,2,19,3,596,1788,North,Physical
339,2023-12,2,11,2,332,664,North,Physical
340,2024-04,9,19,9,178,1602,West,Online
341,2023-06,3,7,1,339,339,South,Online
342,2024-07,1,5,7,459,3213,South,Online
343,2024-02,6,7,2,142,284,West,Physical
344,2024-12,3,7,6,605,3630,North,Online
345,2024-08,5,2,5,325,1625,East,Online
346,2024-10,10,7,5,144,720,West,Online
347,2023-08,5,18,5,252,1260,South,Physical
348,2024-04,3,17,5,387,1935,South,Online
349,2024-09,10,4,2,643,1286,South,Physical
350,2024-08,8,3,9,515,4635,West,Physical
351,2024-07,5,10,1,184,184,South,Online
352,2023-04,9,9,1,209,209,South,Physical
353,2023-01,1,10,2,311,622,West,Physical
354,2024-12,7,2,8,279,2232,West,Online
355,2023-06,3,5,1,166,166,West,Physical
356,2023-07,9,11,1,700,700,North,Physical
357,2024-04,8,17,5,227,1135,West,Physical
358,2024-01,4,11,4,478,1912,North,Online
359,2024-05,3,11,5,429,2145,East,Physical
360,2024-06,10,6,1,302,302,South,Physical
361,2023-12,9,9,2,542,1084,East,Online
362,2024-07,4,4,9,248,2232,West,Physical
363,2023-04,2,10,5,755,3775,South,Online
364,2024-05,2,13,5,239,1195,North,Physical
365,2023-10,2,11,1,481,481,North,Online
366,2024-10,8,14,9,705,6345,East,Physical
367,2024-02,4,12,3,765,2295,West,Physical
368,2023-05,7,7,1,312,312,North,Physical
369,2023-05,5,8,8,317,2536,North,Online
370,2023-08,6,11,9,613,5517,South,Online
371,2024-04,2,15,4,362,1448,East,Online
372,2024-04,3,12,6,762,4572,West,Online
373,2023-12,8,3,6,98,588,North,Online
374,2023-01,7,12,9,207,1863,West,Online
375,2023-05,10,16,8,208,1664,South,Online
376,2024-05,1,4,8,562,4496,South,Physical
377,2024-05,9,10,5,381,1905,North,Online
378,2023-03,9,16,9,579,5211,South,Physical
379,2023-08,10,12,1,93,93,West,Physical
380,2024-03,9,20,3,149,447,South,Online
381,2023-04,10,4,4,99,396,East,Physical
382,2023-08,10,5,6,548,3288,East,Physical
383,2024-02,10,6,4,267,1068,West,Online
384,2023-01,1,7,4,300,1200,East,Online
385,2024-12,5,16,7,579,4053,South,Physical
386,2024-06,2,18,3,238,714,South,Physical
387,2023-11,3,13,6,196,1176,North,Physical
388,2024-12,3,16,4,429,1716,North,Online
389,2023-07,1,18,4,192,768,North,Physical
390,2023-10,9,13,1,480,480,East,Physical
391,2024-10,6,15,7,216,1512,East,Physical
392,2024-05,4,10,2,698,1396,West,Physical
393,2023-09,6,13,6,642,3852,West,Online
394,2024-03,3,14,3,660,1980,West,Physical
395,2023-02,5,10,5,435,2175,East,Physical
396,2023-09,7,7,2,720,1440,South,Online
397,2024-09,6,9,6,765,4590,South,Physical
398,2023-07,9,20,8,627,5016,West,Physical
399,2024-02,10,7,3,299,897,East,Physical
400,2024-02,6,10,9,284,2556,East,Physical
401,2023-08,8,11,4,329,1316,North,Online
402,2024-06,4,18,1,598,598,East,Online
403,2024-02,2,11,4,551,2204,North,Physical
404,2023-07,5,10,8,221,1768,West,Online
405,2023-11,5,18,5,210,1050,North,Physical
406,2023-11,3,19,9,463,4167,South,Online
407,2024-03,9,1,2,708,1416,South,Online
408,2024-05,9,7,6,368,2208,West,Physical
409,2024-07,2,11,9,502,4518,East,Online
410,2024-06,2,6,6,689,4134,West,Physical
411,2024-05,2,16,9,145,1305,East,Physical
412,2023-05,3,7,6,667,4002,South,Online
413,2023-10,10,3,3,640,1920,South,Physical
414,2024-01,5,20,4,293,1172,North,Physical
415,2023-08,6,20,9,759,6831,East,Physical
416,2023-01,1,2,9,333,2997,North,Physical
417,2023-02,1,10,4,306,1224,East,Online
418,2024-03,7,18,3,788,2364,North,Online
419,2024-05,10,8,8,587,4696,South,Online
420,2023-06,5,8,7,638,4466,North,Physical
421,2023-08,8,18,4,533,2132,South,Physical
422,2024-01,3,18,8,565,4520,West,Physical
423,2023-05,7,8,5,767,3835,North,Online
424,2023-09,6,14,6,623,3738,West,Physical
425,2023-01,1,13,7,612,4284,East,Online
426,2023-06,4,6,7,719,5033,North,Online
427,2024-06,3,1,4,745,2980,East,Physical
428,2024-10,3,9,4,565,2260,East,Physical
429,2023-07,9,11,2,443,886,South,Online
430,2024-12,8,2,6,210,1260,South,Physical
431,2023-10,8,1,5,754,3770,South,Physical
432,2023-02,3,15,2,393,786,North,Online
433,2023-10,6,17,5,699,3495,North,Physical
434,2023-10,4,16,2,145,290,North,Physical
435,2023-09,7,6,9,739,6651,South,Online
436,2024-10,3,4,9,222,1998,North,Online
437,2023-08,9,14,4,733,2932,South,Physical
438,2024-02,7,9,3,286,858,East,Online
439,2024-10,7,2,8,637,5096,East,Physical
440,2024-09,5,8,3,738,2214,East,Online
441,2024-05,4,17,9,503,4527,South,Physical
442,2023-06,6,16,9,162,1458,East,Online
443,2024-03,3,9,4,252,1008,North,Physical
444,2023-03,9,19,4,477,1908,South,Physical
445,2024-03,4,8,1,365,365,West,Physical
446,2024-11,8,20,9,733,6597,North,Online
447,2023-11,9,4,4,593,2372,West,Online
448,2024-09,6,9,8,206,1648,North,Online
449,2023-01,1,16,3,655,1965,East,Physical
450,2024-04,5,5,4,763,3052,West,Online
451,2023-07,9,4,3,561,1683,South,Physical
452,2023-03,8,13,7,510,3570,South,Physical
453,2024-03,9,19,4,684,2736,East,Physical
454,2024-06,3,6,4,584,2336,West,Online
455,2023-05,7,7,4,485,1940,South,Online
456,2024-08,6,12,2,241,482,North,Online
457,2023-12,1,8,7,341,2387,East,Online
458,2024-12,1,12,6,362,2172,South,Online
459,2024-01,10,1,9,172,1548,West,Online
460,2024-02,3,16,4,768,3072,West,Online
461,2023-02,1,8,4,681,2724,North,Online
462,2024-12,10,11,6,461,2766,West,Online
463,2023-12,5,17,9,608,5472,South,Online
464,2024-07,7,9,7,476,3332,South,Online
465,2024-05,3,11,1,247,247,South,Online
466,2023-11,8,8,5,188,940,South,Online
467,2023-08,1,13,7,329,2303,West,Physical
468,2023-06,7,13,7,768,5376,North,Physical
469,2024-10,2,4,1,718,718,South,Physical
470,2024-04,3,15,8,163,1304,West,Online
471,2023-11,10,19,9,184,1656,East,Physical
472,2023-09,2,19,6,792,4752,West,Online
473,2024-06,3,20,6,746,4476,West,Physical
474,2024-08,6,3,8,337,2696,West,Online
475,2023-09,3,11,1,390,390,West,Online
476,2023-12,5,17,9,358,3222,South,Online
477,2023-10,5,11,2,499,998,North,Online
478,2024-01,9,6,2,530,1060,North,Physical
479,2023-06,9,8,9,197,1773,South,Physical
480,2024-11,2,5,7,275,1925,West,Physical
481,2023-07,4,19,2,498,996,North,Online
482,2024-04,1,17,6,655,3930,West,Physical
483,2024-11,4,12,6,110,660,South,Online
484,2024-03,5,3,4,745,2980,North,Physical
485,2023-12,10,19,2,341,682,North,Online
486,2023-09,10,5,5,249,1245,South,Online
487,2023-02,7,6,4,280,1120,West,Online
488,2023-03,4,17,6,147,882,West,Online
489,2024-05,1,13,2,444,888,East,Online
490,2024-01,7,19,3,633,1899,East,Physical
491,2023-04,3,17,5,462,2310,South,Online
492,2023-10,7,4,3,464,1392,South,Online
493,2023-10,3,13,2,218,436,South,Online
494,2024-05,1,3,2,183,366,East,Online
495,2024-10,10,19,5,599,2995,South,Online
496,2024-10,5,4,6,738,4428,North,Physical
497,2023-04,5,2,6,764,4584,North,Physical
498,2023-09,5,11,7,555,3885,West,Online
499,2023-07,4,9,6,608,3648,North,Online
500,2024-10,4,6,7,307,2149,East,Online
